,LINK_ID,F_NODE,T_NODE,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
97,1540099700,1540004400,1540033200,0,3.0,101,경부고속도로진출로,0,101,50.0,0,0.0,0.0,,,5,27000,154,000,1,RO2700005900000,,,RN2700021800000,405.840754146
10014,1510043600,1510018700,1510018300,0,1.0,101,경부고속도로진출로,0,101,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,20,RO2700000100000,nodelinkmanager2019011613,RN2700020000000,RN2700021000000,578.575249607
10015,1510043800,1510003100,1510002800,0,1.0,101,경부고속도로진출로,0,101,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,1,RO2700000300000,nodelinkmanager2019011613,,,1352.45571267
10016,1510044000,1510017500,1510002800,0,2.0,101,경부고속도로진출로,0,101,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,1,RO2700000500000,nodelinkmanager2019011613,RN2700025900000,,1210.31353784
10025,1540100100,1540033200,1540032900,0,2.0,101,경부고속도로진출로,0,101,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,RO2700006300000,nodelinkmanager2019011613,RN2700021800000,RN2700022000000,236.933109693
10026,1510052400,1510018500,1510018600,0,1.0,101,경부고속도로진출로,0,101,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,20,RO2700006700000,nodelinkmanager2019011613,RN2700021600000,RN2700021700000,475.771027683
10028,1540094400,1540033300,1540004600,0,1.0,101,경부고속도로진출로,0,101,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,RO2700005000000,nodelinkmanager2019011613,RN2700021900000,,428.446343057
10029,1540094500,1540033200,1540033300,0,1.0,101,경부고속도로진출로,0,101,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,RO2700005100000,nodelinkmanager2019011613,RN2700021800000,RN2700021900000,113.269192942
10049,1510043700,1510018100,1510004700,0,1.0,101,경부고속도로진출로,0,101,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,20,RO2700000200000,nodelinkmanager2019011617,RN2700027700000,,847.335369241
88,1540094200,1540033200,1540004400,0,3.0,101,경부고속도로진입로,0,101,50.0,0,0.0,0.0,,,5,27000,154,000,1,RO2700004800000,,RN2700021800000,,408.090606992
89,1540094300,1540033300,1540033200,0,3.0,101,경부고속도로진입로,0,101,50.0,0,0.0,0.0,,,5,27000,154,000,1,RO2700004900000,,RN2700021900000,RN2700021800000,119.592474206
10017,1510044100,1510002800,1510003100,0,1.0,101,경부고속도로진입로,0,101,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,1,RO2700000600000,nodelinkmanager2019011613,,,1101.9796723
10018,1540099900,1540033400,1540033300,0,1.0,101,경부고속도로진입로,0,101,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,RO2700006100000,nodelinkmanager2019011613,RN2700025000000,RN2700021900000,217.01501562
10019,1540100000,1540032900,1540033300,0,1.0,101,경부고속도로진입로,0,101,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,RO2700006200000,nodelinkmanager2019011613,RN2700022000000,RN2700021900000,456.301514626
10020,1510052800,1510018400,1510018500,0,1.0,101,경부고속도로진입로,0,101,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,20,RO2700007100000,nodelinkmanager2019011613,RN2700019900000,RN2700021600000,535.784117154
10021,1510052900,1510004700,1510018700,0,1.0,101,경부고속도로진입로,0,101,100.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,20,RO2700007200000,nodelinkmanager2019011613,,RN2700020000000,1137.93915463
10022,1510053200,1510018300,1510018100,0,1.0,101,경부고속도로진입로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,20,RO2700007500000,nodelinkmanager2019011613,RN2700021000000,RN2700027700000,1062.34546052
10027,1510052500,1510018300,1510018700,0,1.0,101,경부고속도로진입로,0,101,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,20,RO2700006800000,nodelinkmanager2019011613,RN2700021000000,RN2700020000000,1710.97411232
10030,1510044400,1510002800,1510017500,0,1.0,101,경부고속도로진입로,0,101,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,1,RO2700000900000,nodelinkmanager2019011613,,RN2700025900000,1383.32957196
68,3530047900,3530017600,3530022100,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,,5,51110,353,000,14,TEMP273,,,20080723125,931.860258451
69,3530048000,3530017000,3530022100,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,,5,51110,353,000,14,TEMP271,,,20080723125,1570.81599152
90,1540096900,1540004900,1540004800,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,154,000,1,RO2700120100000,,,,2194.67274427
91,1510047200,1510018700,1510004600,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700120200000,,RN2700020000000,,2106.60683852
92,1510047300,1510004600,1540004900,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700120300000,,,,260.070422635
93,1510043900,1510003100,1510017500,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700000400000,,,RN2700025900000,1357.8144749
94,1510044200,1510017500,1510003100,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700000700000,,RN2700025900000,,1356.93945506
95,1510051900,1510018500,1510018700,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700003400000,,RN2700021600000,RN2700020000000,728.41845873
96,1510052000,1510018500,1510018100,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700003500000,,RN2700021600000,RN2700027700000,427.843937327
98,1510053000,1510018100,1510018500,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700007300000,,RN2700027700000,RN2700021600000,424.339146067
99,1510053100,1510018700,1510018500,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700007400000,,RN2700020000000,RN2700021600000,719.825352305
100,1540096400,1540004300,1540004500,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,154,000,1,RO2700119400000,,,,1583.31025449
101,1540096500,1540004500,1540004800,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,154,000,1,RO2700119500000,,,,602.716775877
102,1540096600,1540004800,1540004900,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,154,000,1,RO2700119600000,,,,2190.92673112
103,1510047000,1540004900,1510004600,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700119700000,,,,259.771189734
104,1510047100,1510004600,1510018700,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700119800000,,,RN2700020000000,2101.34769805
105,1540096700,1540004500,1540004300,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,154,000,1,RO2700119900000,,,,1583.69892607
106,1540096800,1540004800,1540004500,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,154,000,1,RO2700120000000,,,,603.092810197
107,1510044300,1510017500,1510018100,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700000800000,,RN2700025900000,RN2700027700000,2872.20675115
108,1510044500,1510018100,1510017500,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,27000,151,000,1,RO2700001000000,,RN2700027700000,RN2700025900000,2866.05565902
306,2790031900,2740088100,2740088200,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,,5,51110,274,000,14,TEMP278,,20080723002,20080723123,645.597413824
307,2790032000,2740088300,2740088200,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,,5,51110,274,000,14,TEMP279,,20080723001,20080723123,1339.20307718
308,2740223200,2740088300,2740088100,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,51110,274,000,14,TEMP276,,20080723001,20080723002,980.892468068
309,2740223500,2740088100,2740088300,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,51110,274,000,14,TEMP277,,20080723002,20080723001,982.426014628
411,1870005400,1870002600,1870002700,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,,5,50130,187,000,1,,,,,198.617821426
412,1870005300,1870002700,1870002600,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,,5,50130,187,000,1,,,,,196.522161696
413,1870005200,1870002600,1870002500,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,,5,50130,187,000,1,,,,,295.602972063
414,1870005100,1870002500,1870002600,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,,5,50130,187,000,1,,,,,296.361954759
803,1960231100,1960086400,1960086300,0,1.0,101,경부고속도로,0,101,50.0,0,0.0,0.0,,,5,31000,196,000,1,20111125025800,,20111125030000,20111125030500,588.414219785
804,1960231200,1960086600,1960086400,0,1.0,101,경부고속도로,0,101,50.0,0,0.0,0.0,,,5,31000,196,000,1,20111125025900,,20120402010500,20111125030000,564.2048441
805,1960231300,1960086300,1960086400,0,1.0,101,경부고속도로,0,101,50.0,0,0.0,0.0,,,5,31000,196,000,1,20111125030000,,20111125030500,20111125030000,282.878616282
806,1960231400,1960086400,1960010501,0,1.0,101,경부고속도로,0,101,50.0,0,0.0,0.0,,,5,31000,196,000,1,20111125030100,,20111125030000,,340.890039085
1142,2280251100,2280098200,2280011900,1,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,228,000,1,TMPID03940021108,,TMPID03940010331,,326.407744896
1143,2280251200,2280011900,2280098200,1,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,228,000,1,TMPID03940021109,,,TMPID03940010331,328.581368262
1144,2333346300,2330160000,2330159900,1,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,233,000,1,TMPID03940021110,,TMPID03940010335,TMPID03940010336,341.354954658
1145,2333346400,2330159900,2330120400,1,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,233,000,1,TMPID03940021123,,TMPID03940010336,,3545.24632567
1146,2333346500,2330120400,2330159900,1,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,233,000,1,TMPID03940021124,,,TMPID03940010336,3537.77755161
1147,2280251300,2330159900,2280098200,1,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,228,000,1,TMPID03940021125,,TMPID03940010336,TMPID03940010331,594.920406775
1148,2280251400,2280098200,2330159900,1,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,228,000,1,TMPID03940021126,,TMPID03940010331,TMPID03940010336,600.121933193
1149,2333346600,2330159900,2330160000,1,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,233,000,1,TMPID03940021127,,TMPID03940010336,TMPID03940010335,942.530230101
1150,2280251500,2330160000,2280098200,1,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,228,000,1,TMPID03940021128,,TMPID03940010335,TMPID03940010331,640.070764829
1151,2280251600,2280098200,2330160000,1,2.0,101,경부고속도로,0,101,50.0,0,0.0,0.0,,,5,51110,228,000,1,TMPID03940021129,,TMPID03940010331,TMPID03940010335,496.147255223
1152,2333346700,2330160000,2330160100,1,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,233,000,1,TMPID03940021130,,TMPID03940010335,TMPID03940010341,250.727895496
1153,2333346800,2330160100,2330160000,1,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,233,000,1,TMPID03940021131,,TMPID03940010341,TMPID03940010335,252.152213716
1154,2280250900,2330160200,2330160100,1,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,228,000,1,TMPID03940021133,,TMPID03940010342,TMPID03940010341,367.523004268
1155,2280251000,2330160100,2330160200,1,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,228,000,1,TMPID03940021141,,TMPID03940010341,TMPID03940010342,363.043868973
1156,3690035600,3690015900,3690016100,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,369,000,1,TMPID03940021027,,TMPID01940010306,TMPID03940010307,278.945456341
1157,3690035700,3690016000,3690016100,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,369,000,1,TMPID03940021029,,TMPID03940010308,TMPID03940010307,795.337342753
1158,3690035800,3690016100,3690016200,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,369,000,1,TMPID03940021030,,TMPID03940010307,TMPID03940010309,1014.02762077
1159,3690035900,3690016100,3690015900,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,369,000,1,TMPID03940021032,,TMPID03940010307,TMPID01940010306,277.239094144
1160,3690036100,3690016100,3690016000,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,369,000,1,TMPID03940021048,,TMPID03940010307,TMPID03940010308,416.313292545
1163,3690036400,3690016000,3690016200,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,,5,51110,369,000,1,TMPID03940021079,,TMPID03940010308,TMPID03940010309,586.9687423
1164,3690036500,3690016200,3690016000,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,,5,51110,369,000,1,TMPID03940021089,,TMPID03940010309,TMPID03940010308,580.76733287
1165,3690036600,3690016200,3690016100,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,369,000,1,TMPID03940021091,,TMPID03940010309,TMPID03940010307,481.025431707
1224,2850602500,2850216300,2850216400,0,1.0,101,경부고속도로,0,101,50.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021258,,TMPID03940010402,TMPID03940010403,379.316601894
1225,2850602600,2850216400,2850216500,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021259,,TMPID03940010403,TMPID03940010404,328.325265169
1226,2850602700,2850216500,2850216400,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021260,,TMPID03940010404,TMPID03940010403,840.526733858
1227,2850602800,2850216400,2850216300,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021261,,TMPID03940010403,TMPID03940010402,666.686714829
1228,2850602900,2850216400,2850216100,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021262,,TMPID03940010403,TMPID03940010405,659.211573436
1229,2850603000,2850216100,2850216400,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021263,,TMPID03940010405,TMPID03940010403,658.537312741
1230,2850603100,2850216100,2850216000,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021264,,TMPID03940010405,TMPID03940010406,346.690247785
1231,2850603200,2850216000,2850216100,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021265,,TMPID03940010406,TMPID03940010405,341.54226142
1232,2850603300,2850216000,2850216200,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021266,,TMPID03940010406,TMPID03940010407,739.997500273
1233,2850603400,2850216200,2850216000,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021267,,TMPID03940010407,TMPID03940010406,467.918889743
1234,2850603500,2850215900,2850216000,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021270,,TMPID03940010408,TMPID03940010406,818.586114526
1235,2850602400,2850216000,2850215900,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021271,,TMPID03940010406,TMPID03940010408,267.99244071
1236,3530055100,3530023600,3530023700,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,353,000,1,TMPID03940021306,,TMPID03940010422,TMPID03940010427,225.147820934
1237,3530055200,3530023700,3530023600,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,353,000,1,TMPID03940021307,,TMPID03940010427,TMPID03940010422,232.335404883
1238,3530055300,3530023700,3530023800,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,353,000,1,TMPID03940021308,,TMPID03940010427,TMPID03940010428,274.462446439
1239,3530055400,3530023800,3530023700,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,353,000,1,TMPID03940021309,,TMPID03940010428,TMPID03940010427,286.891194262
1240,3530055500,3530023800,3530024000,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,353,000,1,TMPID03940021310,,TMPID03940010428,TMPID03940010429,872.029261007
1241,3530055600,3530024000,3530023800,0,1.0,101,경부고속도로,0,101,50.0,0,0.0,0.0,,,5,51110,353,000,1,TMPID03940021311,,TMPID03940010429,TMPID03940010428,507.744923247
1242,3530055700,3530023800,3530023900,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,353,000,1,TMPID03940021312,,TMPID03940010428,TMPID03940010430,414.267820279
1243,3530055800,3530023900,3530023800,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,,5,51110,353,000,1,TMPID03940021313,,TMPID03940010430,TMPID03940010428,898.167128033
1246,2850603600,2850215800,2850022700,0,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021362,,TMPID03940010445,,1614.25607536
1251,2850054404,2850216200,2850215900,0,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,285,000,1,,,TMPID03940010407,TMPID03940010408,530.612011437
1252,2850054504,2850215900,2850216200,0,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021280,,TMPID03940010408,TMPID03940010407,533.287834869
1253,2850054405,2310002700,2850216200,0,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,231,000,1,,,,TMPID03940010407,11016.3930254
1254,2850054503,2850216200,2850022701,0,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,285,000,1,,,TMPID03940010407,,4913.10614427
1255,2850054505,2850022700,2850215900,0,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,285,000,1,,,,TMPID03940010408,7365.38398463
1256,3530025704,3530023500,3530017600,0,3.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,,5,51110,353,000,1,,,TMPID03940010423,,8425.61306887
1257,3530025802,3530017600,3530023500,0,3.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,,5,51110,353,000,1,,,,TMPID03940010423,8433.00323872
1258,2850005440,2850215900,2850215800,0,4.0,101,경부고속도로,0,000,110.0,0,0.0,0.0,,,5,51110,285,000,1,TMPID03940021363,,TMPID03940010408,TMPID03940010445,5736.31189915
1463,2740416000,2740009000,2740088300,0,5.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,blueacer,5,43110,274,000,1,LTEMP20140805110242000152,blueacer20150102133305,,,2606.33052851
1464,2740416100,2740088300,2740009000,0,5.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,blueacer,5,43110,274,000,1,LTEMP20140805110242000153,blueacer20150102133305,,,2613.07589039
1720,1870195200,2740204100,1870073900,0,4.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000550,chokimcho20150216164146,QTEMP20141209013907000150,QTEMP20141209013907000149,358.525172701
1721,1870195300,1870073900,2740204100,0,4.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000526,chokimcho20150216164146,QTEMP20141209013907000149,QTEMP20141209013907000150,358.533981461
1722,1870195400,1870074000,1870073800,0,4.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000338,chokimcho20150216164146,QTEMP20141209013907000135,QTEMP20141209013907000136,70.7786745251
1723,1870195500,1870073800,1870074000,0,4.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000461,chokimcho20150216164146,QTEMP20141209013907000136,QTEMP20141209013907000135,70.563468484
1724,1870195600,1870073900,1870074200,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000551,chokimcho20150216164146,QTEMP20141209013907000149,QTEMP20141209013907000148,345.948933068
1725,1870195700,1870074200,1870073900,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000527,chokimcho20150216164146,QTEMP20141209013907000148,QTEMP20141209013907000149,345.578782688
1726,1870195800,1870074200,1870074300,0,4.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000552,chokimcho20150216164146,QTEMP20141209013907000148,QTEMP20141209013907000147,33.4446351676
1727,1870195900,1870074300,1870074200,0,4.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000528,chokimcho20150216164146,QTEMP20141209013907000147,QTEMP20141209013907000148,33.5263735889
1728,1870196000,1870073800,1870075100,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000339,chokimcho20150216164146,QTEMP20141209013907000136,QTEMP20141209013907000217,956.953988071
1729,1870196100,1870074300,1870074400,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000553,chokimcho20150216164146,QTEMP20141209013907000147,QTEMP20141209013907000146,110.033956441
1730,2740526700,2740206000,2740204100,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,274,000,1,LTEMP20141210022253000549,chokimcho20150216164146,QTEMP20141209013907000151,QTEMP20141209013907000150,1367.17419986
1731,1870196300,1870075100,1870073800,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000462,chokimcho20150216164146,QTEMP20141209013907000217,QTEMP20141209013907000136,946.127099328
1732,1870196400,1870074400,1870074300,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000529,chokimcho20150216164146,QTEMP20141209013907000146,QTEMP20141209013907000147,110.321796685
1733,2740527000,2740204100,2740206000,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,274,000,1,LTEMP20141210022253000525,chokimcho20150216164146,QTEMP20141209013907000150,QTEMP20141209013907000151,1359.0448267
1734,1870196600,1870074400,1870074500,0,4.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000554,chokimcho20150216164146,QTEMP20141209013907000146,QTEMP20141209013907000145,52.1655506818
1737,1870196900,1870074700,1870074600,0,3.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000343,chokimcho20150216164146,QTEMP20141209013907000221,QTEMP20141209013907000220,62.9747718987
1738,1870197000,1870074500,1870074400,0,4.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000530,chokimcho20150216164146,QTEMP20141209013907000145,QTEMP20141209013907000146,52.1741999194
1739,1870197100,1870075200,1870074000,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000337,chokimcho20150216164146,QTEMP20141209013907000011,QTEMP20141209013907000135,931.299242926
1740,1870197200,1870074600,1870074800,0,3.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000340,chokimcho20150216164146,QTEMP20141209013907000220,QTEMP20141209013907000134,267.079121892
1741,1870197300,1870001500,1870074700,0,3.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000342,chokimcho20150216164146,,QTEMP20141209013907000221,24.4058570474
1742,1870197400,1870074600,1870074700,0,3.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000466,chokimcho20150216164146,QTEMP20141209013907000220,QTEMP20141209013907000221,61.4741754153
1743,1870197500,1870074000,1870075200,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000460,chokimcho20150216164146,QTEMP20141209013907000135,QTEMP20141209013907000011,930.084391207
1744,1870197600,1870074800,1870074900,0,3.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000341,chokimcho20150216164146,QTEMP20141209013907000134,QTEMP20141209013907000133,58.239544233
1745,1870197700,1870074800,1870074600,0,3.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000463,chokimcho20150216164146,QTEMP20141209013907000134,QTEMP20141209013907000220,264.447595341
1746,1870197800,1870074700,1870001500,0,3.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000465,chokimcho20150216164146,QTEMP20141209013907000221,,24.4057479932
1747,1870197900,1870074900,1870074800,0,3.0,101,경부고속도로,1,000,100.0,5,43200.0,0.0,,chokimcho,5,30000,187,003,1,LTEMP20141210022253000464,chokimcho20150216164146,QTEMP20141209013907000133,QTEMP20141209013907000134,58.2396586087
1748,1870198000,1870074500,1870075300,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000534,chokimcho20150216164146,QTEMP20141209013907000145,QTEMP20141209013907000012,581.153264551
1749,1870198100,1870075300,1870074500,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000510,chokimcho20150216164146,QTEMP20141209013907000012,QTEMP20141209013907000145,581.500574741
1750,1870198200,1870075400,1870075200,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000555,chokimcho20150216164146,QTEMP20141209013907000137,QTEMP20141209013907000011,193.00423844
1751,1870198300,1870075300,1870075500,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000533,chokimcho20150216164146,QTEMP20141209013907000012,QTEMP20141209013907000138,427.145821476
1752,1870198400,1870075200,1870075400,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,chokimcho,5,30000,187,000,1,LTEMP20141210022253000531,chokimcho20150216164146,QTEMP20141209013907000011,QTEMP20141209013907000137,199.257858966
